Emerging low carbon-Additional energy sources,Emerging low carbon-All-purpose,Emerging low carbon-Alternative fuel,Emerging low carbon-Alternative fuel vehicle,Emerging low carbon-Battery,Emerging low carbon-Building technologies,Emerging low carbon-Carbon capture & storage,Emerging low carbon-Electrochemical processes,Emerging low carbon-Energy management,Environmental-Air pollution,Environmental-All-purpose,Environmental-Biological treatment,Environmental-Contaminated land reclamation & remediation,"Environmental-Environmental monitoring, instrumentation and analysis",Environmental-Marine pollution control,Environmental-Noise & vibration control,Environmental-Recovery and recycling,Environmental-Waste management,Environmental-Water supply & waste water treatment,General-,Renewable energy-All-purpose,Renewable energy-Biomass,Renewable energy-Geothermal,Renewable energy-Photovoltaic & solar,Renewable energy-Wave & Tidal,Renewable energy-Wind,id_x,synbio-Bio Tech/Engg,synbio-Cell biology,synbio-Chemical,synbio-General,synbio-Genetics,synbio-Nano technology,patent_id,assignee_id,id_y,type,name_first,name_last,organization,compare_organization,DUNS,DUNS4,CAGE_CODE,DODAAC,LEGAL_BUSINESS_NAME,DBA_NAME,PHYSICAL_ADDRESS_LINE_1,PHYSICAL_ADDRESS_LINE_2,PHYSICAL_ADDRESS_CITY,PHYSICAL_ADDRESS_PROVINCE_OR_STATE,PHYSICAL_ADDRESS_ZIP,PHYSICAL_ADDRESS_ZIP4,PHYSICAL_ADDRESS_COUNTRY_CODE,ENTITY_CONGRESSIONAL_DISTRICT,CORPORATE_URL,ENTITY_STRUCTURE,STATE_OF INC,COUNTRY_OF_INC,BUSINESS_TYPE_COUNTER,BUSINESS_TYPES,PRIMARY_NAICS,NAICS_CODE_COUNTER,NAICS_CODES,PSC_CODE_COUNTER,PSC_CODES,SBA_BUSINESS_TYPES_COUNTER,SBA_BUSINESS_TYPES,compare_lbn,compare_dban
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9234195,False,False,False,True,True,False,9234195,0dcc01598493a1670f80bfdfa55173f8,0dcc01598493a1670f80bfdfa55173f8,2,,,"APPLIED STEMCELL, INC.","applied stemcell, inc.",956538677,,5NEY8,,"APPLIED STEMCELL, INC.",,521 COTTONWOOD DR STE 111,,MILPITAS,CA,95035,7467.0,USA,17.0,,2L,CA,usa,4.0,2X~FR~VW~XS,541711.0,1.0,541711Y,0.0,,0.0,,"applied stemcell, inc.",nan
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9249243,False,False,False,False,True,False,9249243,b7dbbdfe32b97f40f15a599e45797ca6,b7dbbdfe32b97f40f15a599e45797ca6,2,,,"Sarepta Therapeutics, Inc.","sarepta therapeutics, inc.",141886395,,49WU1,,"SAREPTA THERAPEUTICS, INC.",,4575 SW RESEARCH WAY STE 200,,CORVALLIS,OR,97333,1299.0,USA,4.0,,2L,OR,usa,1.0,2X,541711.0,2.0,325412Y~541711Y,2.0,AN11~AN13,0.0,,"sarepta therapeutics, inc.",nan
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9382536,False,False,False,False,True,False,9382536,b7dbbdfe32b97f40f15a599e45797ca6,b7dbbdfe32b97f40f15a599e45797ca6,2,,,"Sarepta Therapeutics, Inc.","sarepta therapeutics, inc.",141886395,,49WU1,,"SAREPTA THERAPEUTICS, INC.",,4575 SW RESEARCH WAY STE 200,,CORVALLIS,OR,97333,1299.0,USA,4.0,,2L,OR,usa,1.0,2X,541711.0,2.0,325412Y~541711Y,2.0,AN11~AN13,0.0,,"sarepta therapeutics, inc.",nan
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9394323,False,False,False,False,True,False,9394323,b7dbbdfe32b97f40f15a599e45797ca6,b7dbbdfe32b97f40f15a599e45797ca6,2,,,"Sarepta Therapeutics, Inc.","sarepta therapeutics, inc.",141886395,,49WU1,,"SAREPTA THERAPEUTICS, INC.",,4575 SW RESEARCH WAY STE 200,,CORVALLIS,OR,97333,1299.0,USA,4.0,,2L,OR,usa,1.0,2X,541711.0,2.0,325412Y~541711Y,2.0,AN11~AN13,0.0,,"sarepta therapeutics, inc.",nan
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9416361,False,False,False,False,True,False,9416361,b7dbbdfe32b97f40f15a599e45797ca6,b7dbbdfe32b97f40f15a599e45797ca6,2,,,"Sarepta Therapeutics, Inc.","sarepta therapeutics, inc.",141886395,,49WU1,,"SAREPTA THERAPEUTICS, INC.",,4575 SW RESEARCH WAY STE 200,,CORVALLIS,OR,97333,1299.0,USA,4.0,,2L,OR,usa,1.0,2X,541711.0,2.0,325412Y~541711Y,2.0,AN11~AN13,0.0,,"sarepta therapeutics, inc.",nan
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9499583,False,False,False,False,True,False,9499583,b7dbbdfe32b97f40f15a599e45797ca6,b7dbbdfe32b97f40f15a599e45797ca6,2,,,"Sarepta Therapeutics, Inc.","sarepta therapeutics, inc.",141886395,,49WU1,,"SAREPTA THERAPEUTICS, INC.",,4575 SW RESEARCH WAY STE 200,,CORVALLIS,OR,97333,1299.0,USA,4.0,,2L,OR,usa,1.0,2X,541711.0,2.0,325412Y~541711Y,2.0,AN11~AN13,0.0,,"sarepta therapeutics, inc.",nan
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9259759,True,False,False,False,False,False,9259759,6e73475e27331531c97598f8f953a2e6,6e73475e27331531c97598f8f953a2e6,2,,,Cornell University,cornell university,613809599,,58C97,,CORNELL UNIVERSITY,CORNELL COOPERATIVE EXTENSION,121 SECOND ST RM 1,,ORISKANY,NY,13424,3921.0,USA,22.0,,ZZ,NY,usa,2.0,1D~2U,926140.0,2.0,611710Y~926140 ,0.0,,0.0,,cornell university,cornell cooperative extension
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9265842,False,False,False,False,True,False,9265842,6e73475e27331531c97598f8f953a2e6,6e73475e27331531c97598f8f953a2e6,2,,,Cornell University,cornell university,613809599,,58C97,,CORNELL UNIVERSITY,CORNELL COOPERATIVE EXTENSION,121 SECOND ST RM 1,,ORISKANY,NY,13424,3921.0,USA,22.0,,ZZ,NY,usa,2.0,1D~2U,926140.0,2.0,611710Y~926140 ,0.0,,0.0,,cornell university,cornell cooperative extension
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9556446,False,False,False,False,True,False,9556446,6e73475e27331531c97598f8f953a2e6,6e73475e27331531c97598f8f953a2e6,2,,,Cornell University,cornell university,613809599,,58C97,,CORNELL UNIVERSITY,CORNELL COOPERATIVE EXTENSION,121 SECOND ST RM 1,,ORISKANY,NY,13424,3921.0,USA,22.0,,ZZ,NY,usa,2.0,1D~2U,926140.0,2.0,611710Y~926140 ,0.0,,0.0,,cornell university,cornell cooperative extension
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9267132,False,False,False,False,True,False,9267132,1fb35e696fda345ae9047c5522829fff,1fb35e696fda345ae9047c5522829fff,2,,,"Synthetic Genomics, Inc.","synthetic genomics, inc.",623775660,,5CCQ9,,"SYNTHETIC GENOMICS, INC.",,11149 N TORREY PINES RD STE 100,,LA JOLLA,CA,92037,1031.0,USA,49.0,,2L,DE,usa,1.0,2X,541711.0,1.0,541711Y,0.0,,0.0,,"synthetic genomics, inc.",nan
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9273310,False,False,False,False,True,False,9273310,1fb35e696fda345ae9047c5522829fff,1fb35e696fda345ae9047c5522829fff,2,,,"Synthetic Genomics, Inc.","synthetic genomics, inc.",623775660,,5CCQ9,,"SYNTHETIC GENOMICS, INC.",,11149 N TORREY PINES RD STE 100,,LA JOLLA,CA,92037,1031.0,USA,49.0,,2L,DE,usa,1.0,2X,541711.0,1.0,541711Y,0.0,,0.0,,"synthetic genomics, inc.",nan
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9434974,True,True,False,False,False,False,9434974,1fb35e696fda345ae9047c5522829fff,1fb35e696fda345ae9047c5522829fff,2,,,"Synthetic Genomics, Inc.","synthetic genomics, inc.",623775660,,5CCQ9,,"SYNTHETIC GENOMICS, INC.",,11149 N TORREY PINES RD STE 100,,LA JOLLA,CA,92037,1031.0,USA,49.0,,2L,DE,usa,1.0,2X,541711.0,1.0,541711Y,0.0,,0.0,,"synthetic genomics, inc.",nan
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9546372,False,False,False,False,True,False,9546372,1fb35e696fda345ae9047c5522829fff,1fb35e696fda345ae9047c5522829fff,2,,,"Synthetic Genomics, Inc.","synthetic genomics, inc.",623775660,,5CCQ9,,"SYNTHETIC GENOMICS, INC.",,11149 N TORREY PINES RD STE 100,,LA JOLLA,CA,92037,1031.0,USA,49.0,,2L,DE,usa,1.0,2X,541711.0,1.0,541711Y,0.0,,0.0,,"synthetic genomics, inc.",nan
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9279133,True,False,False,False,False,False,9279133,1f88f15db6aa854eca3f40c8813cd03e,1f88f15db6aa854eca3f40c8813cd03e,2,,,"kSep Systems, LLC","ksep systems, llc",38851757,,729Z0,,"KSEP SYSTEMS, LLC",,598 AIRPORT BLVD STE 600,,MORRISVILLE,NC,27560,7205.0,USA,4.0,,2L,DE,usa,3.0,2X~LJ~VW,333999.0,1.0,333999Y,4.0,AN12~AN13~AN92~AN93,0.0,,"ksep systems, llc",nan
False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9289595,True,False,False,False,False,False,9289595,7bfbdcfb26294f5f82b9f2f98f44eb6d,7bfbdcfb26294f5f82b9f2f98f44eb6d,2,,,"Cyberonics, Inc.","cyberonics, inc.",194568978,,1G7P9,,"CYBERONICS, INC.",,100 CYBERONICS BLVD STE 600,,HOUSTON,TX,77058.0,2069.0,USA,36.0,,2L,DE,usa,3.0,2X~MF~VW,334510.0,1.0,334510Y,0.0,,0.0,,"cyberonics, inc.",nan
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9315695,False,False,False,False,True,False,9315695,d74e8cc3a83a706887be27406998a709,d74e8cc3a83a706887be27406998a709,2,,,Dymax Corporation,dymax corporation,98114598,,46733,,DYMAX CORPORATION,,318 INDUSTRIAL LN,,TORRINGTON,CT,6790.0,7709.0,USA,1.0,,2L,DE,usa,2.0,2X~MF,325520.0,1.0,325520Y,1.0,8040,0.0,,dymax corporation,nan
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9394436,False,False,False,False,True,False,9394436,d74e8cc3a83a706887be27406998a709,d74e8cc3a83a706887be27406998a709,2,,,Dymax Corporation,dymax corporation,98114598,,46733,,DYMAX CORPORATION,,318 INDUSTRIAL LN,,TORRINGTON,CT,6790.0,7709.0,USA,1.0,,2L,DE,usa,2.0,2X~MF,325520.0,1.0,325520Y,1.0,8040,0.0,,dymax corporation,nan
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9321701,False,False,False,True,False,False,9321701,28460fc91d5ee12f30b1304aea02c091,28460fc91d5ee12f30b1304aea02c091,2,,,"Genomatica, Inc.","genomatica, inc.",71401090,,3BX93,,"GENOMATICA, INC.",,4757 NEXUS CENTER DR,,SAN DIEGO,CA,92121.0,3051.0,USA,52.0,,2L,DE,usa,3.0,27~2X~VW,541711.0,1.0,541711Y,1.0,AN11,0.0,,"genomatica, inc.",nan
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9458480,False,False,False,True,False,False,9458480,28460fc91d5ee12f30b1304aea02c091,28460fc91d5ee12f30b1304aea02c091,2,,,"Genomatica, Inc.","genomatica, inc.",71401090,,3BX93,,"GENOMATICA, INC.",,4757 NEXUS CENTER DR,,SAN DIEGO,CA,92121.0,3051.0,USA,52.0,,2L,DE,usa,3.0,27~2X~VW,541711.0,1.0,541711Y,1.0,AN11,0.0,,"genomatica, inc.",nan
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9487803,False,True,False,True,False,False,9487803,28460fc91d5ee12f30b1304aea02c091,28460fc91d5ee12f30b1304aea02c091,2,,,"Genomatica, Inc.","genomatica, inc.",71401090,,3BX93,,"GENOMATICA, INC.",,4757 NEXUS CENTER DR,,SAN DIEGO,CA,92121.0,3051.0,USA,52.0,,2L,DE,usa,3.0,27~2X~VW,541711.0,1.0,541711Y,1.0,AN11,0.0,,"genomatica, inc.",nan
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9556461,False,False,False,True,False,False,9556461,28460fc91d5ee12f30b1304aea02c091,28460fc91d5ee12f30b1304aea02c091,2,,,"Genomatica, Inc.","genomatica, inc.",71401090,,3BX93,,"GENOMATICA, INC.",,4757 NEXUS CENTER DR,,SAN DIEGO,CA,92121.0,3051.0,USA,52.0,,2L,DE,usa,3.0,27~2X~VW,541711.0,1.0,541711Y,1.0,AN11,0.0,,"genomatica, inc.",nan
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9332781,True,False,False,False,False,False,9332781,51517641fc8a38ad34e118b57d3d0c28,51517641fc8a38ad34e118b57d3d0c28,2,,,"Aseptia, Inc.","aseptia, inc.",21841227,,5NBX9,,"ASEPTIA, INC.",,723 W JOHNSON ST STE 100,,RALEIGH,NC,27603,1244.0,USA,4.0,,2L,NC,usa,2.0,2X~MF,311999.0,1.0,311999Y,0.0,,0.0,,"aseptia, inc.",nan
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9339590,True,False,False,False,False,False,9339590,5d5619fe5a31a78960d960790ae662b8,5d5619fe5a31a78960d960790ae662b8,2,,,"Courtagen Life Sciences, Inc.","courtagen life sciences, inc.",25373740,,65J26,,"COURTAGEN LIFE SCIENCES, INC.",COURTAGEN DIAGNOSTICS LABORATORY,8 CABOT ROAD SUITE 2000,,WOBURN,MA,1801,1004.0,USA,5.0,,2L,DE,usa,2.0,2X~MF,621511.0,2.0,541711Y~621511Y,0.0,,0.0,,"courtagen life sciences, inc.",courtagen diagnostics laboratory
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9359603,False,False,False,True,False,False,9359603,4428356f393b519246fc2a254f177966,4428356f393b519246fc2a254f177966,2,,,Drexel University,drexel university,168722788,,32TW4,,DREXEL UNIVERSITY,OFFICE OF STUDENT ACCOUNTS,3141 CHESTNUT ST,,PHILADELPHIA,PA,19104,2816.0,USA,2.0,,ZZ,PA,usa,2.0,2X~VW,611310.0,1.0,611310Y,1.0,U005,0.0,,drexel university,office of student accounts
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9427496,True,False,False,False,False,False,9427496,4428356f393b519246fc2a254f177966,4428356f393b519246fc2a254f177966,2,,,Drexel University,drexel university,168722788,,32TW4,,DREXEL UNIVERSITY,OFFICE OF STUDENT ACCOUNTS,3141 CHESTNUT ST,,PHILADELPHIA,PA,19104,2816.0,USA,2.0,,ZZ,PA,usa,2.0,2X~VW,611310.0,1.0,611310Y,1.0,U005,0.0,,drexel university,office of student accounts
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9422549,False,False,False,False,True,False,9422549,18460d9c64657bdfc4276a0d78925231,18460d9c64657bdfc4276a0d78925231,2,,,"AxioMx, Inc.","axiomx, inc.",78402317,,6PHK4,,"AXIOMX, INC.",,688 E MAIN ST,,BRANFORD,CT,6405,2971.0,USA,3.0,,2L,DE,usa,3.0,20~2X~MF,541711.0,1.0,541711Y,1.0,6640,0.0,,"axiomx, inc.",nan
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9458224,True,False,False,False,False,False,9458224,57d7c0248520a99b2be75b6b93dacce0,57d7c0248520a99b2be75b6b93dacce0,2,,,"Matrix Odyssey, LLC","matrix odyssey, llc",832458579,,5SA07,,"MATRIX ODYSSEY, LLC",,3440 S DEARBORN AVE,,CHICAGO,IL,60616,5074.0,USA,1.0,,ZZ,IL,usa,2.0,2X~LJ,325414.0,3.0,325414Y~541711Y~541712E,0.0,,0.0,,"matrix odyssey, llc",nan
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9459261,False,False,False,True,False,False,9459261,849900b003417b9ed093b12f39e9d529,849900b003417b9ed093b12f39e9d529,2,,,"ASTUTE MEDICAL, INC.","astute medical, inc.",942854212,,5CPJ6,,"ASTUTE MEDICAL, INC.",ASTUTE,3550 GENERAL ATOMICS CT,,SAN DIEGO,CA,92121.0,1122.0,USA,49.0,,2L,CA,usa,2.0,2X~MF,325413.0,2.0,325413Y~541712E,1.0,Q999,0.0,,"astute medical, inc.",astute
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9470695,False,False,False,True,False,False,9470695,849900b003417b9ed093b12f39e9d529,849900b003417b9ed093b12f39e9d529,2,,,"ASTUTE MEDICAL, INC.","astute medical, inc.",942854212,,5CPJ6,,"ASTUTE MEDICAL, INC.",ASTUTE,3550 GENERAL ATOMICS CT,,SAN DIEGO,CA,92121.0,1122.0,USA,49.0,,2L,CA,usa,2.0,2X~MF,325413.0,2.0,325413Y~541712E,1.0,Q999,0.0,,"astute medical, inc.",astute
False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9526818,True,False,False,False,False,False,9526818,9675cd90fb7a4da6967d18719a96c0f5,9675cd90fb7a4da6967d18719a96c0f5,2,,,Thoratec Corporation,thoratec corporation,70156955,,06MC3,,THORATEC CORPORATION,,6035 STONERIDGE DR,,PLEASANTON,CA,94588.0,3270.0,USA,15.0,,2L,CA,usa,2.0,2X~MF,334510.0,1.0,334510Y,0.0,,0.0,,thoratec corporation,nan
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9528159,False,False,False,False,True,False,9528159,e0c3cd51bfa19ca794cfdab7c86343d0,e0c3cd51bfa19ca794cfdab7c86343d0,2,,,"Ventana Medical Systems, Inc.","ventana medical systems, inc.",184042521,,00UN6,,"VENTANA MEDICAL SYSTEMS, INC.",,1910 E INNOVATION PARK DR,,TUCSON,AZ,85737,1962.0,USA,1.0,,2L,DE,usa,3.0,2X~MF~VW,325413.0,2.0,325413Y~339112N,0.0,,0.0,,"ventana medical systems, inc.",nan
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9545652,False,False,False,True,False,False,9545652,fc683520fac4667c1f5c67330c9200ee,fc683520fac4667c1f5c67330c9200ee,2,,,Chevron U.S.A. Inc.,chevron u.s.a. inc.,878879618,,8N017,,CHEVRON U.S.A. INC.,CHEVRON,6001 BOLLINGER CANYON RD,,SAN RAMON,CA,94583,2324.0,USA,15.0,,2L,DE,usa,1.0,2X,211111.0,1.0,211111Y,0.0,,0.0,,chevron u.s.a. inc.,chevron
